query_name,query_md5,match_name,match_md5,containment,max_containment,jaccard,intersect_hashes
"CP000609.1 Methanococcus maripaludis C5, complete genome",b0fb8a0eaa59aac1c267e3fd2e1e1aa1,"CP000609.1 Methanococcus maripaludis C5, complete genome",b0fb8a0eaa59aac1c267e3fd2e1e1aa1,1,1,1,1770
"BX950229.1 Methanococcus maripaludis strain S2, complete sequence",d45be194ffb4596d4fa8845dd89d8d8d,"CP000609.1 Methanococcus maripaludis C5, complete genome",b0fb8a0eaa59aac1c267e3fd2e1e1aa1,0.0746177370030581,0.0746177370030581,0.0371611331099604,122
"CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome",dfa50aeabf6119ce79f0df1cf8158008,"CP000909.1 Chloroflexus aurantiacus J-10-fl, complete genome",dfa50aeabf6119ce79f0df1cf8158008,1,1,1,5050
"NC_007953.1 Burkholderia xenovorans LB400 chromosome 3, complete sequence",ee9cb05018009af43429e83e7d502a0a,"NC_007953.1 Burkholderia xenovorans LB400 chromosome 3, complete sequence",ee9cb05018009af43429e83e7d502a0a,1,1,1,9540
"AE017226.1 Treponema denticola ATCC 35405, complete genome",16fb896404e24616e97adafab029a609,"AE017226.1 Treponema denticola ATCC 35405, complete genome",16fb896404e24616e97adafab029a609,1,1,1,2848
"NC_010730.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome",a30b11dbb40d8a88d56861b05c0a92a8,"NC_010730.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome",a30b11dbb40d8a88d56861b05c0a92a8,1,1,1,1778
"NZ_ABZS01000001.1 Sulfurihydrogenibium yellowstonense SS-5 gcontig_208, whole genome shotgun sequence",ea1af81ce1042a3aaa59f860b8a39573,"NC_010730.1 Sulfurihydrogenibium sp. YO3AOP1, complete genome",a30b11dbb40d8a88d56861b05c0a92a8,0.2682291666666667,0.2682291666666667,0.1419710544452102,412
"CP000816.1 Ignicoccus hospitalis KIN4/I, complete genome",ed88074adf58a9cfce3a6e63ad414853,"CP000816.1 Ignicoccus hospitalis KIN4/I, complete genome",ed88074adf58a9cfce3a6e63ad414853,1,1,1,1284
"AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome",cee0a3fb7b00990a22be02b2b0a78418,"AE000782.1 Archaeoglobus fulgidus DSM 4304, complete genome",cee0a3fb7b00990a22be02b2b0a78418,1,1,1,2143
"CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome",8951157d23d89e5767ac5c7752d251d7,"CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome",8951157d23d89e5767ac5c7752d251d7,1,1,1,2741
"NZ_FWDH01000001.1 Caldicellulosiruptor bescii strain MACB1021, whole genome shotgun sequence",ee3dae19cbfe2e33299ef8e45c983f17,"CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome",8951157d23d89e5767ac5c7752d251d7,0.04992816091954023,0.050711419190076615,0.025807649461567026,139
"CP000568.1 Clostridium thermocellum ATCC 27405, complete genome",f16ed0263d531574f7b8c00b25abb975,"CP000568.1 Clostridium thermocellum ATCC 27405, complete genome",f16ed0263d531574f7b8c00b25abb975,1,1,1,3656
"NC_006569.1 Ruegeria pomeroyi DSS-3 megaplasmid, complete sequence",357c0e8c59953384de1f6c7605a60317,"NC_006569.1 Ruegeria pomeroyi DSS-3 megaplasmid, complete sequence",357c0e8c59953384de1f6c7605a60317,1,1,1,4575
"CP000679.1 Caldicellulosiruptor saccharolyticus DSM 8903, complete genome",8951157d23d89e5767ac5c7752d251d7,"NZ_FWDH01000001.1 Caldicellulosiruptor bescii strain MACB1021, whole genome shotgun sequence",ee3dae19cbfe2e33299ef8e45c983f17,0.050711419190076615,0.050711419190076615,0.025807649461567026,139
"NZ_FWDH01000001.1 Caldicellulosiruptor bescii strain MACB1021, whole genome shotgun sequence",ee3dae19cbfe2e33299ef8e45c983f17,"NZ_FWDH01000001.1 Caldicellulosiruptor bescii strain MACB1021, whole genome shotgun sequence",ee3dae19cbfe2e33299ef8e45c983f17,1,1,1,2784
"CP000924.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome",123f408fa4f07b259bd53f8497dd56d2,"CP000924.1 Thermoanaerobacter pseudethanolicus ATCC 33223, complete genome",123f408fa4f07b259bd53f8497dd56d2,1,1,1,2211
"NZ_CP015083.1 Deinococcus radiodurans R1 plasmid MP1, complete sequence",782ec0d7017df4830e1fd7cbe7fbca37,"NZ_CP015083.1 Deinococcus radiodurans R1 plasmid MP1, complete sequence",782ec0d7017df4830e1fd7cbe7fbca37,1,1,1,3253
"NZ_LSFP01000041.1 Zymomonas mobilis strain ATCC 31823 Scaffold30_1, whole genome shotgun sequence",49bb148c4be3bea086ac80b86471cbba,"NZ_LSFP01000041.1 Zymomonas mobilis strain ATCC 31823 Scaffold30_1, whole genome shotgun sequence",49bb148c4be3bea086ac80b86471cbba,1,1,1,2172
"BX571656.1 Wolinella succinogenes DSM 1740, complete genome",eb0778b2d50402361622c2a5ce02a720,"BX571656.1 Wolinella succinogenes DSM 1740, complete genome",eb0778b2d50402361622c2a5ce02a720,1,1,1,2025
"BX119912.1 Rhodopirellula baltica SH 1 complete genome",7141c3fbf206734950d13cadba0bf46c,"BX119912.1 Rhodopirellula baltica SH 1 complete genome",7141c3fbf206734950d13cadba0bf46c,1,1,1,7040
"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",1d815f5d470aaafbbca434a2c84f7dc1,"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",1d815f5d470aaafbbca434a2c84f7dc1,1,1,1,1854
"CP000702.1 Thermotoga petrophila RKU-1, complete genome",745322649f94665adf60b2ee985746ca,"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",1d815f5d470aaafbbca434a2c84f7dc1,0.06359032076533483,0.06359032076533483,0.03212052302444571,113
"CP000969.1 Thermotoga sp. RQ2, complete genome",411679f88e1e2e6c7c70fbdc45cb3116,"CP000916.1 Thermotoga neapolitana DSM 4359, complete genome",1d815f5d470aaafbbca434a2c84f7dc1,0.08982035928143713,0.08982035928143713,0.04679523539421441,165
"CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome",f3a90d4e5528864a5bcc8434b0d0c3b1,"CP001071.1 Akkermansia muciniphila ATCC BAA-835, complete genome",f3a90d4e5528864a5bcc8434b0d0c3b1,1,1,1,2701
"AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome",6bc96e59f0031a59f071c6cdd552c4d1,"AE009951.2 Fusobacterium nucleatum subsp. nucleatum ATCC 25586, complete genome",6bc96e59f0031a59f071c6cdd552c4d1,1,1,1,2151
"NZ_AALV01000004.1 Sulfitobacter sp. EE-36 1099451317994, whole genome shotgun sequence",272eda69da90813c8c2e841e0555e5b0,"NZ_AALV01000004.1 Sulfitobacter sp. EE-36 1099451317994, whole genome shotgun sequence",272eda69da90813c8c2e841e0555e5b0,1,1,1,3520
"NZ_AALZ01000006.1 Sulfitobacter sp. NAS-14.1 1099451320454, whole genome shotgun sequence",5f3cd303f3759ada3b1da0fe9f63c1f8,"NZ_AALV01000004.1 Sulfitobacter sp. EE-36 1099451317994, whole genome shotgun sequence",272eda69da90813c8c2e841e0555e5b0,0.40606374708473697,0.44517045454545456,0.2696145905024088,1567
"AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome",f3b3f1fde1daf747380e5c34717b290f,"AP009153.1 Gemmatimonas aurantiaca T-27 DNA, complete genome",f3b3f1fde1daf747380e5c34717b290f,1,1,1,4629
"CP001251.1 Dictyoglomus turgidum DSM 6724, complete genome",85e27bbbee2de4bc1b92fdf87495eb2e,"CP001251.1 Dictyoglomus turgidum DSM 6724, complete genome",85e27bbbee2de4bc1b92fdf87495eb2e,1,1,1,1839
"NZ_KE136532.1 Enterococcus faecalis V583 acyDH-supercont2.9, whole genome shotgun sequence",b6f8514330c2d92fe0ae9337e1111bb4,"NZ_KE136532.1 Enterococcus faecalis V583 acyDH-supercont2.9, whole genome shotgun sequence",b6f8514330c2d92fe0ae9337e1111bb4,1,1,1,3242
"NC_008741.1 Desulfovibrio vulgaris DP4 plasmid pDVUL01, complete sequence",4f6060905463539fc92cb5ee67552db5,"NC_008741.1 Desulfovibrio vulgaris DP4 plasmid pDVUL01, complete sequence",4f6060905463539fc92cb5ee67552db5,1,1,1,3576
"AE017180.2 Geobacter sulfurreducens PCA, complete genome",d912c0d77ba5f8a7f45a01de0ce478e4,"AE017180.2 Geobacter sulfurreducens PCA, complete genome",d912c0d77ba5f8a7f45a01de0ce478e4,1,1,1,3778
